126      0.01000000005 0.79766666855	 1     39    2
127      0.01000000005 0.7930254619	 1     40    2
128      0.01000000005 0.78600000185	 1     41    2
129      0.01000000005 0.7789745418	 1     42    2
130      0.01000000005 0.77433333515	 1     43    2
131      0.01000000005 0.77100000185	 1     44    2
132      0.01000000005 0.76766666855	 1     45    2
133      0.01000000005 0.7630254619	 1     46    2
134      0.01000000005 0.7547421889	 1     47    2
135      0.01000000005 0.7410750924	 1     48    2
136      0.01000000005 0.7243583654	 1     49    2
137      0.01000000005 0.7076416384	 1     50    2
138      0.01000000005 0.6909249114	 1     51    2
139      0.01000000005 0.6772578149	 1     52    2
140      0.01000000005 0.6689745419	 1     53    2
141      0.01000000005 0.66433333525	 1     54    2
142      0.01000000005 0.66100000195	 1     55    2
143      0.01000000005 0.65766666865	 1     56    2
144      0.01000000005 0.653025462	 1     57    2
145      0.01000000005 0.64600000195	 1     58    2
146      0.01000000005 0.6389745419	 1     59    2
147      0.01000000005 0.63433333525	 1     60    2
148      0.01000000005 0.63100000195	 1     61    2
149      0.01000000005 0.62766666865	 1     62    2
150      0.01000000005 0.623025462	 1     63    2
151      0.01000000005 0.614742189	 1     64    2
152      0.01000000005 0.599958833	 1     65    2
153      0.01000000005 0.5735746225	 1     66    2
154      0.01000000005 0.5264860885	 1     67    2
155      0.01000000005 0.45307861	 1     68    2
156      0.01000000005 0.366621546	 1     69    2
157      0.01000000005 0.280164482	 1     70    2
158      0.01000000005 0.20988061	 1     71    2
159      0.01000000005 0.167665873	 1     72    2
160      0.01000000005 0.144012503	 1     73    2
161      0.01000000005 0.130759266	 1     74    2
162      0.01000000005 0.12333333535	 1     75    2
163      0.01000000005 0.11800000205	 1     76    2
164      0.01000000005 0.11266666875	 1     77    2
165      0.01000000005 0.1052407381	 1     78    2
166      0.01000000005 0.0919875011	 1     79    2
167      0.01000000005 0.0748943001	 1     80    2
168      0.01000000005 0.0576958441	 1     81    2
169      0.01000000005 0.0404973881	 1     82    2
170      0.01000000005 0.0259490801	 1     83    2
171      0.01000000005 0.01666666675	 1     84    2
172      0.01000000005 0.01000000005	 1     85    2
173      0.01000000005 0.00333333334998	 1     86    2
174      0.01666666675 8.42866653145	 2     0     2
175      0.01666666675 8.42199986475	 2     1     2
176      0.01666666675 8.41533319805	 2     2     2
177      0.01666666675 8.4060507847	 2     3     2
178      0.01666666675 8.3915024767	 2     4     2
179      0.01666666675 8.3743040207	 2     5     2
180      0.01666666675 8.3571055647	 2     6     2
181      0.01666666675 8.3400123637	 2     7     2
182      0.01666666675 8.3267591267	 2     8     2
183      0.01666666675 8.31933319605	 2     9     2
184      0.01666666675 8.31399986275	 2     10    2
185      0.01666666675 8.30866652945	 2     11    2
186      0.01666666675 8.3012405988	 2     12    2
187      0.01666666675 8.2879873618	 2     13    2
188      0.01666666675 8.2643339918	 2     14    2
189      0.01666666675 8.2250277533	 2     15    2
190      0.01666666675 8.1767340703	 2     16    2
191      0.01666666675 8.1284403873	 2     17    2
192      0.01666666675 8.0801467043	 2     18    2
193      0.01666666675 7.9816363628	 2     19    2
194      0.01666666675 7.7745545378	 2     20    2
195      0.01666666675 7.4049706328	 2     21    2
196      0.01666666675 6.7453653678	 2     22    2
197      0.01666666675 5.7337504328	 2     23    2
198      0.01666666675 4.5559999328	 2     24    2
199      0.01666666675 3.3782494328	 2     25    2
200      0.01666666675 2.3666344978	 2     26    2
201      0.01666666675 1.7070292328	 2     27    2
202      0.01666666675 1.3374453278	 2     28    2
203      0.01666666675 1.1303635028	 2     29    2
204      0.01666666675 1.0258891638	 2     30    2
205      0.01666666675 0.9656674858	 2     31    2
206      0.01666666675 0.9054458078	 2     32    2
207      0.01666666675 0.8584253813	 2     33    2
208      0.01666666675 0.8320411708	 2     34    2
209      0.01666666675 0.8172578148	 2     35    2
210      0.01666666675 0.8089745418	 2     36    2
211      0.01666666675 0.80433333515	 2     37    2
212      0.01666666675 0.80100000185	 2     38    2
213      0.01666666675 0.79766666855	 2     39    2
214      0.01666666675 0.7930254619	 2     40    2
215      0.01666666675 0.78600000185	 2     41    2
216      0.01666666675 0.7789745418	 2     42    2
217      0.01666666675 0.77433333515	 2     43    2
218      0.01666666675 0.77100000185	 2     44    2
219      0.01666666675 0.76766666855	 2     45    2
220      0.01666666675 0.7630254619	 2     46    2
221      0.01666666675 0.7547421889	 2     47    2
222      0.01666666675 0.7410750924	 2     48    2
223      0.01666666675 0.7243583654	 2     49    2
224      0.01666666675 0.7076416384	 2     50    2
225      0.01666666675 0.6909249114	 2     51    2
226      0.01666666675 0.6772578149	 2     52    2
227      0.01666666675 0.6689745419	 2     53    2
228      0.01666666675 0.66433333525	 2     54    2
229      0.01666666675 0.66100000195	 2     55    2
230      0.01666666675 0.65766666865	 2     56    2
231      0.01666666675 0.653025462	 2     57    2
232      0.01666666675 0.64600000195	 2     58    2
233      0.01666666675 0.6389745419	 2     59    2
234      0.01666666675 0.63433333525	 2     60    2
235      0.01666666675 0.63100000195	 2     61    2
236      0.01666666675 0.62766666865	 2     62    2
237      0.01666666675 0.623025462	 2     63    2
238      0.01666666675 0.614742189	 2     64    2
239      0.01666666675 0.599958833	 2     65    2
240      0.01666666675 0.5735746225	 2     66    2
241      0.01666666675 0.5264860885	 2     67    2
242      0.01666666675 0.45307861	 2     68    2
243      0.01666666675 0.366621546	 2     69    2
244      0.01666666675 0.280164482	 2     70    2
245      0.01666666675 0.20988061	 2     71    2
246      0.01666666675 0.167665873	 2     72    2
247      0.01666666675 0.144012503	 2     73    2
248      0.01666666675 0.130759266	 2     74    2
249      0.01666666675 0.12333333535	 2     75    2
250      0.01666666675 0.11800000205	 2     76    2
251      0.01666666675 0.11266666875	 2     77    2
252      0.01666666675 0.1052407381	 2     78    2
253      0.01666666675 0.0919875011	 2     79    2
254      0.01666666675 0.0748943001	 2     80    2
255      0.01666666675 0.0576958441	 2     81    2
256      0.01666666675 0.0404973881	 2     82    2
257      0.01666666675 0.0259490801	 2     83    2
258      0.01666666675 0.01666666675	 2     84    2
259      0.01666666675 0.01000000005	 2     85    2
260      0.01666666675 0.00333333334998	 2     86    2
261      0.0259490801 8.42866653145	 3     0     2
262      0.0259490801 8.42199986475	 3     1     2
263      0.0259490801 8.41533319805	 3     2     2
264      0.0259490801 8.4060507847	 3     3     1
265      0.0259490801 8.3915024767	 3     4     1
266      0.0259490801 8.3743040207	 3     5     1
267      0.0259490801 8.3571055647	 3     6     1
268      0.0259490801 8.3400123637	 3     7     1
269      0.0259490801 8.3267591267	 3     8     1
270      0.0259490801 8.31933319605	 3     9     1
271      0.0259490801 8.31399986275	 3     10    1
272      0.0259490801 8.30866652945	 3     11    1
273      0.0259490801 8.3012405988	 3     12    1
274      0.0259490801 8.2879873618	 3     13    1
275      0.0259490801 8.2643339918	 3     14    1
276      0.0259490801 8.2250277533	 3     15    1
277      0.0259490801 8.1767340703	 3     16    1
278      0.0259490801 8.1284403873	 3     17    1
279      0.0259490801 8.0801467043	 3     18    1
280      0.0259490801 7.9816363628	 3     19    1
281      0.0259490801 7.7745545378	 3     20    1
282      0.0259490801 7.4049706328	 3     21    1
283      0.0259490801 6.7453653678	 3     22    1
284      0.0259490801 5.7337504328	 3     23    1
285      0.0259490801 4.5559999328	 3     24    1
286      0.0259490801 3.3782494328	 3     25    1
287      0.0259490801 2.3666344978	 3     26    1
288      0.0259490801 1.7070292328	 3     27    1
289      0.0259490801 1.3374453278	 3     28    1
290      0.0259490801 1.1303635028	 3     29    1
291      0.0259490801 1.0258891638	 3     30    1
292      0.0259490801 0.9656674858	 3     31    1
293      0.0259490801 0.9054458078	 3     32    1
294      0.0259490801 0.8584253813	 3     33    1
295      0.0259490801 0.8320411708	 3     34    1
296      0.0259490801 0.8172578148	 3     35    1
297      0.0259490801 0.8089745418	 3     36    1
298      0.0259490801 0.80433333515	 3     37    1
299      0.0259490801 0.80100000185	 3     38    1
300      0.0259490801 0.79766666855	 3     39    1
301      0.0259490801 0.7930254619	 3     40    1
302      0.0259490801 0.78600000185	 3     41    1
303      0.0259490801 0.7789745418	 3     42    1
304      0.0259490801 0.77433333515	 3     43    1
305      0.0259490801 0.77100000185	 3     44    1
306      0.0259490801 0.76766666855	 3     45    1
307      0.0259490801 0.7630254619	 3     46    1
308      0.0259490801 0.7547421889	 3     47    1
309      0.0259490801 0.7410750924	 3     48    1
310      0.0259490801 0.7243583654	 3     49    1
311      0.0259490801 0.7076416384	 3     50    1
312      0.0259490801 0.6909249114	 3     51    1
313      0.0259490801 0.6772578149	 3     52    1
314      0.0259490801 0.6689745419	 3     53    1
315      0.0259490801 0.66433333525	 3     54    1
316      0.0259490801 0.66100000195	 3     55    1
317      0.0259490801 0.65766666865	 3     56    1
318      0.0259490801 0.653025462	 3     57    1
319      0.0259490801 0.64600000195	 3     58    1
320      0.0259490801 0.6389745419	 3     59    1
321      0.0259490801 0.63433333525	 3     60    1
322      0.0259490801 0.63100000195	 3     61    1
323      0.0259490801 0.62766666865	 3     62    1
324      0.0259490801 0.623025462	 3     63    1
325      0.0259490801 0.614742189	 3     64    1
326      0.0259490801 0.599958833	 3     65    1
327      0.0259490801 0.5735746225	 3     66    1
328      0.0259490801 0.5264860885	 3     67    1
329      0.0259490801 0.45307861	 3     68    1
330      0.0259490801 0.366621546	 3     69    1
331      0.0259490801 0.280164482	 3     70    1
332      0.0259490801 0.20988061	 3     71    1
333      0.0259490801 0.167665873	 3     72    1
334      0.0259490801 0.144012503	 3     73    1
335      0.0259490801 0.130759266	 3     74    1
336      0.0259490801 0.12333333535	 3     75    1
337      0.0259490801 0.11800000205	 3     76    1
338      0.0259490801 0.11266666875	 3     77    1
339      0.0259490801 0.1052407381	 3     78    1
340      0.0259490801 0.0919875011	 3     79    1
341      0.0259490801 0.0748943001	 3     80    1
342      0.0259490801 0.0576958441	 3     81    1
343      0.0259490801 0.0404973881	 3     82    1
344      0.0259490801 0.0259490801	 3     83    1
345      0.0259490801 0.01666666675	 3     84    2
346      0.0259490801 0.01000000005	 3     85    2
347      0.0259490801 0.00333333334998	 3     86    2
348      0.0404973881 8.42866653145	 4     0     2
349      0.0404973881 8.42199986475	 4     1     2
350      0.0404973881 8.41533319805	 4     2     2
351      0.0404973881 8.4060507847	 4     3     1
352      0.0404973881 8.3915024767	 4     4     1
353      0.0404973881 8.3743040207	 4     5     1
354      0.0404973881 8.3571055647	 4     6     1
355      0.0404973881 8.3400123637	 4     7     1
356      0.0404973881 8.3267591267	 4     8     1
357      0.0404973881 8.31933319605	 4     9     1
358      0.0404973881 8.31399986275	 4     10    1
359      0.0404973881 8.30866652945	 4     11    1
360      0.0404973881 8.3012405988	 4     12    1
361      0.0404973881 8.2879873618	 4     13    1
362      0.0404973881 8.2643339918	 4     14    1
363      0.0404973881 8.2250277533	 4     15    1
364      0.0404973881 8.1767340703	 4     16    1
365      0.0404973881 8.1284403873	 4     17    1
366      0.0404973881 8.0801467043	 4     18    1
367      0.0404973881 7.9816363628	 4     19    1
368      0.0404973881 7.7745545378	 4     20    1
369      0.0404973881 7.4049706328	 4     21    1
370      0.0404973881 6.7453653678	 4     22    1
371      0.0404973881 5.7337504328	 4     23    1
372      0.0404973881 4.5559999328	 4     24    1
373      0.0404973881 3.3782494328	 4     25    1
374      0.0404973881 2.3666344978	 4     26    1
375      0.0404973881 1.7070292328	 4     27    1
376      0.0404973881 1.3374453278	 4     28    1
377      0.0404973881 1.1303635028	 4     29    1
378      0.0404973881 1.0258891638	 4     30    1
379      0.0404973881 0.9656674858	 4     31    1
380      0.0404973881 0.9054458078	 4     32    1
381      0.0404973881 0.8584253813	 4     33    1
382      0.0404973881 0.8320411708	 4     34    1
383      0.0404973881 0.8172578148	 4     35    1
384      0.0404973881 0.8089745418	 4     36    1
385      0.0404973881 0.80433333515	 4     37    1
386      0.0404973881 0.80100000185	 4     38    1
387      0.0404973881 0.79766666855	 4     39    1
388      0.0404973881 0.7930254619	 4     40    1
389      0.0404973881 0.78600000185	 4     41    1
390      0.0404973881 0.7789745418	 4     42    1
391      0.0404973881 0.77433333515	 4     43    1
392      0.0404973881 0.77100000185	 4     44    1
393      0.0404973881 0.76766666855	 4     45    1
394      0.0404973881 0.7630254619	 4     46    1
395      0.0404973881 0.7547421889	 4     47    1
396      0.0404973881 0.7410750924	 4     48    1
397      0.0404973881 0.7243583654	 4     49    1
398      0.0404973881 0.7076416384	 4     50    1
399      0.0404973881 0.6909249114	 4     51    1
400      0.0404973881 0.6772578149	 4     52    1
401      0.0404973881 0.6689745419	 4     53    1
402      0.0404973881 0.66433333525	 4     54    1
403      0.0404973881 0.66100000195	 4     55    1
404      0.0404973881 0.65766666865	 4     56    1
405      0.0404973881 0.653025462	 4     57    1
406      0.0404973881 0.64600000195	 4     58    1
407      0.0404973881 0.6389745419	 4     59    1
408      0.0404973881 0.63433333525	 4     60    1
409      0.0404973881 0.63100000195	 4     61    1
410      0.0404973881 0.62766666865	 4     62    1
411      0.0404973881 0.623025462	 4     63    1
412      0.0404973881 0.614742189	 4     64    1
413      0.0404973881 0.599958833	 4     65    1
414      0.0404973881 0.5735746225	 4     66    1
415      0.0404973881 0.5264860885	 4     67    1
416      0.0404973881 0.45307861	 4     68    1
417      0.0404973881 0.366621546	 4     69    1
418      0.0404973881 0.280164482	 4     70    1
419      0.0404973881 0.20988061	 4     71    1
420      0.0404973881 0.167665873	 4     72    1
421      0.0404973881 0.144012503	 4     73    1
422      0.0404973881 0.130759266	 4     74    1
423      0.0404973881 0.12333333535	 4     75    1
424      0.0404973881 0.11800000205	 4     76    1
425      0.0404973881 0.11266666875	 4     77    1
426      0.0404973881 0.1052407381	 4     78    1
427      0.0404973881 0.0919875011	 4     79    1
428      0.0404973881 0.0748943001	 4     80    1
429      0.0404973881 0.0576958441	 4     81    1
430      0.0404973881 0.0404973881	 4     82    1
431      0.0404973881 0.0259490801	 4     83    1
432      0.0404973881 0.01666666675	 4     84    2
433      0.0404973881 0.01000000005	 4     85    2
434      0.0404973881 0.00333333334998	 4     86    2
435      0.0576958441 8.42866653145	 5     0     2
436      0.0576958441 8.42199986475	 5     1     2
437      0.0576958441 8.41533319805	 5     2     2
438      0.0576958441 8.4060507847	 5     3     1
439      0.0576958441 8.3915024767	 5     4     1
440      0.0576958441 8.3743040207	 5     5     1
441      0.0576958441 8.3571055647	 5     6     1
442      0.0576958441 8.3400123637	 5     7     1
443      0.0576958441 8.3267591267	 5     8     1
444      0.0576958441 8.31933319605	 5     9     1
445      0.0576958441 8.31399986275	 5     10    1
446      0.0576958441 8.30866652945	 5     11    1
447      0.0576958441 8.3012405988	 5     12    1
448      0.0576958441 8.2879873618	 5     13    1
449      0.0576958441 8.2643339918	 5     14    1
450      0.0576958441 8.2250277533	 5     15    1
451      0.0576958441 8.1767340703	 5     16    1
452      0.0576958441 8.1284403873	 5     17    1
453      0.0576958441 8.0801467043	 5     18    1
454      0.0576958441 7.9816363628	 5     19    1
455      0.0576958441 7.7745545378	 5     20    1
456      0.0576958441 7.4049706328	 5     21    1
457      0.0576958441 6.7453653678	 5     22    1
458      0.0576958441 5.7337504328	 5     23    1
459      0.0576958441 4.5559999328	 5     24    1
460      0.0576958441 3.3782494328	 5     25    1
461      0.0576958441 2.3666344978	 5     26    1
462      0.0576958441 1.7070292328	 5     27    1
463      0.0576958441 1.3374453278	 5     28    1
464      0.0576958441 1.1303635028	 5     29    1
465      0.0576958441 1.0258891638	 5     30    1
466      0.0576958441 0.9656674858	 5     31    1
467      0.0576958441 0.9054458078	 5     32    1
468      0.0576958441 0.8584253813	 5     33    1
469      0.0576958441 0.8320411708	 5     34    1
470      0.0576958441 0.8172578148	 5     35    1
471      0.0576958441 0.8089745418	 5     36    1
472      0.0576958441 0.80433333515	 5     37    1
473      0.0576958441 0.80100000185	 5     38    1
474      0.0576958441 0.79766666855	 5     39    1
475      0.0576958441 0.7930254619	 5     40    1
476      0.0576958441 0.78600000185	 5     41    1
477      0.0576958441 0.7789745418	 5     42    1
478      0.0576958441 0.77433333515	 5     43    1
479      0.0576958441 0.77100000185	 5     44    1
480      0.0576958441 0.76766666855	 5     45    1
481      0.0576958441 0.7630254619	 5     46    1
482      0.0576958441 0.7547421889	 5     47    1
483      0.0576958441 0.7410750924	 5     48    1
484      0.0576958441 0.7243583654	 5     49    1
485      0.0576958441 0.7076416384	 5     50    1
486      0.0576958441 0.6909249114	 5     51    1
487      0.0576958441 0.6772578149	 5     52    1
488      0.0576958441 0.6689745419	 5     53    1
489      0.0576958441 0.66433333525	 5     54    1
490      0.0576958441 0.66100000195	 5     55    1
491      0.0576958441 0.65766666865	 5     56    1
492      0.0576958441 0.653025462	 5     57    1
493      0.0576958441 0.64600000195	 5     58    1
494      0.0576958441 0.6389745419	 5     59    1
495      0.0576958441 0.63433333525	 5     60    1
496      0.0576958441 0.63100000195	 5     61    1
497      0.0576958441 0.62766666865	 5     62    1
498      0.0576958441 0.623025462	 5     63    1
499      0.0576958441 0.614742189	 5     64    1
500      0.0576958441 0.599958833	 5     65    1
501      0.0576958441 0.5735746225	 5     66    1
502      0.0576958441 0.5264860885	 5     67    1
503      0.0576958441 0.45307861	 5     68    1
504      0.0576958441 0.366621546	 5     69    1
505      0.0576958441 0.280164482	 5     70    1
506      0.0576958441 0.20988061	 5     71    1
507      0.0576958441 0.167665873	 5     72    1
508      0.0576958441 0.144012503	 5     73    1
509      0.0576958441 0.130759266	 5     74    1
510      0.0576958441 0.12333333535	 5     75    1
511      0.0576958441 0.11800000205	 5     76    1
512      0.0576958441 0.11266666875	 5     77    1
513      0.0576958441 0.1052407381	 5     78    1
514      0.0576958441 0.0919875011	 5     79    1
515      0.0576958441 0.0748943001	 5     80    1
516      0.0576958441 0.0576958441	 5     81    1
517      0.0576958441 0.0404973881	 5     82    1
518      0.0576958441 0.0259490801	 5     83    1
519      0.0576958441 0.01666666675	 5     84    2
520      0.0576958441 0.01000000005	 5     85    2
521      0.0576958441 0.00333333334998	 5     86    2
522      0.0748943001 8.42866653145	 6     0     2
523      0.0748943001 8.42199986475	 6     1     2
524      0.0748943001 8.41533319805	 6     2     2
525      0.0748943001 8.4060507847	 6     3     1
526      0.0748943001 8.3915024767	 6     4     1
527      0.0748943001 8.3743040207	 6     5     1
528      0.0748943001 8.3571055647	 6     6     1
529      0.0748943001 8.3400123637	 6     7     1
530      0.0748943001 8.3267591267	 6     8     1
531      0.0748943001 8.31933319605	 6     9     1
532      0.0748943001 8.31399986275	 6     10    1
533      0.0748943001 8.30866652945	 6     11    1
534      0.0748943001 8.3012405988	 6     12    1
535      0.0748943001 8.2879873618	 6     13    1
536      0.0748943001 8.2643339918	 6     14    1
537      0.0748943001 8.2250277533	 6     15    1
538      0.0748943001 8.1767340703	 6     16    1
539      0.0748943001 8.1284403873	 6     17    1
540      0.0748943001 8.0801467043	 6     18    1
541      0.0748943001 7.9816363628	 6     19    1
542      0.0748943001 7.7745545378	 6     20    1
543      0.0748943001 7.4049706328	 6     21    1
544      0.0748943001 6.7453653678	 6     22    1
545      0.0748943001 5.7337504328	 6     23    1
546      0.0748943001 4.5559999328	 6     24    1
